estandar	dialectal	whisper
sino	sino	pero
así	así	no
~,	~,	se
porque	porque	llamaba
ya	ya	de
digo	digo	un
~:	~:	lado
si	si	a
yo	yo	otro.
~,	~,	No
cuando	cuando	puedo
tenía	tenía	sino
mi	mi	así
dentadura	entadura	porque
~,	~,	ya
antonces	antonces	digo
sí	sí	soy
que	que	yo
me	me	cuando
ponía	ponía	tenía
el	el	mientadura.
dedo	deo	Entonces
así	así	sí
y	y	que
ya	ya	me
silbaba	silbaba	ponía
más	más	el
~…	~…	de
[HS:E2	[HS:E2	base
		Más			Más	y
fuerte	fuerte	hace
~.	~.	lo
		]			]	haba
Mucho	Mucho	más
más	más
~.	~.
[HS:E2	[HS:E2
		Más			Más
fuerte	fuerte
~.	~.
		]			]
